"filename", "language", "wxml", "JSON", "JavaScript", "CSS", "XML", "TypeScript", "comment", "blank", "total"
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\search\index.d.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 1, 2
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\search\index.js", "JavaScript", 0, 0, 96, 0, 0, 0, 4, 1, 101
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\search\index.json", "JSON", 0, 6, 0, 0, 0, 0, 0, 1, 7
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\search\index.wxml", "wxml", 51, 0, 0, 0, 0, 0, 0, 4, 55
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\search\index.wxss", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\share-sheet\index.d.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 1, 2
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\share-sheet\index.js", "JavaScript", 0, 0, 58, 0, 0, 0, 3, 1, 62
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\share-sheet\index.json", "JSON", 0, 7, 0, 0, 0, 0, 0, 1, 8
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\share-sheet\index.wxml", "wxml", 42, 0, 0, 0, 0, 0, 0, 6, 48
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\share-sheet\index.wxs", "JavaScript", 0, 0, 9, 0, 0, 0, 1, 3, 13
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\share-sheet\index.wxss", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\share-sheet\options.d.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 1, 2
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\share-sheet\options.js", "JavaScript", 0, 0, 27, 0, 0, 0, 0, 1, 28
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\share-sheet\options.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 1, 4
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\share-sheet\options.wxml", "wxml", 19, 0, 0, 0, 0, 0, 0, 2, 21
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\share-sheet\options.wxs", "JavaScript", 0, 0, 10, 0, 0, 0, 1, 4, 15
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\share-sheet\options.wxss", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\sidebar-item\index.d.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 1, 2
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\sidebar-item\index.js", "JavaScript", 0, 0, 32, 0, 0, 0, 0, 1, 33
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\sidebar-item\index.json", "JSON", 0, 6, 0, 0, 0, 0, 0, 1, 7
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\sidebar-item\index.wxml", "wxml", 17, 0, 0, 0, 0, 0, 0, 2, 19
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\sidebar-item\index.wxss", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\sidebar\index.d.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 1, 2
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\sidebar\index.js", "JavaScript", 0, 0, 36, 0, 0, 0, 0, 1, 37
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\sidebar\index.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 1, 4
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\sidebar\index.wxml", "wxml", 3, 0, 0, 0, 0, 0, 0, 1, 4
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\sidebar\index.wxss", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\skeleton\index.d.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 1, 2
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\skeleton\index.js", "JavaScript", 0, 0, 48, 0, 0, 0, 0, 1, 49
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\skeleton\index.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 1, 5
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\skeleton\index.wxml", "wxml", 28, 0, 0, 0, 0, 0, 0, 2, 30
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\skeleton\index.wxss", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\slider\index.d.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 1, 2
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\slider\index.js", "JavaScript", 0, 0, 203, 0, 0, 0, 3, 1, 207
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\slider\index.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 1, 4
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\slider\index.wxml", "wxml", 66, 0, 0, 0, 0, 0, 0, 3, 69
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\slider\index.wxs", "JavaScript", 0, 0, 11, 0, 0, 0, 1, 3, 15
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\slider\index.wxss", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\stepper\index.d.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 1, 2
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\stepper\index.js", "JavaScript", 0, 0, 192, 0, 0, 0, 7, 1, 200
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\stepper\index.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 1, 4
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\stepper\index.wxml", "wxml", 42, 0, 0, 0, 0, 0, 0, 2, 44
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\stepper\index.wxs", "JavaScript", 0, 0, 18, 0, 0, 0, 1, 4, 23
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\stepper\index.wxss", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\steps\index.d.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 1, 2
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\steps\index.js", "JavaScript", 0, 0, 35, 0, 0, 0, 0, 1, 36
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\steps\index.json", "JSON", 0, 6, 0, 0, 0, 0, 0, 1, 7
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\steps\index.wxml", "wxml", 49, 0, 0, 0, 0, 0, 0, 6, 55
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\steps\index.wxss", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\sticky\index.d.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 1, 2
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\sticky\index.js", "JavaScript", 0, 0, 126, 0, 0, 0, 0, 1, 127
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\sticky\index.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 1, 4
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\sticky\index.wxml", "wxml", 7, 0, 0, 0, 0, 0, 0, 2, 9
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\sticky\index.wxs", "JavaScript", 0, 0, 21, 0, 0, 0, 1, 4, 26
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\sticky\index.wxss", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\submit-bar\index.d.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 1, 2
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\submit-bar\index.js", "JavaScript", 0, 0, 58, 0, 0, 0, 0, 1, 59
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\submit-bar\index.json", "JSON", 0, 7, 0, 0, 0, 0, 0, 1, 8
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\submit-bar\index.wxml", "wxml", 40, 0, 0, 0, 0, 0, 0, 5, 45
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\submit-bar\index.wxss", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\swipe-cell\index.d.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 1, 2
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\swipe-cell\index.js", "JavaScript", 0, 0, 135, 0, 0, 0, 0, 1, 136
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\swipe-cell\index.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 1, 4
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\swipe-cell\index.wxml", "wxml", 20, 0, 0, 0, 0, 0, 0, 1, 21
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\swipe-cell\index.wxss", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\switch\index.d.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 1, 2
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\switch\index.js", "JavaScript", 0, 0, 38, 0, 0, 0, 0, 1, 39
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\switch\index.json", "JSON", 0, 6, 0, 0, 0, 0, 0, 1, 7
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\switch\index.wxml", "wxml", 15, 0, 0, 0, 0, 0, 0, 2, 17
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\switch\index.wxs", "JavaScript", 0, 0, 20, 0, 0, 0, 1, 6, 27
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\switch\index.wxss", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\tab\index.d.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 1, 2
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\tab\index.js", "JavaScript", 0, 0, 58, 0, 0, 0, 0, 1, 59
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\tab\index.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 1, 4
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\tab\index.wxml", "wxml", 7, 0, 0, 0, 0, 0, 0, 2, 9
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\tab\index.wxss", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\tabbar-item\index.d.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 1, 2
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\tabbar-item\index.js", "JavaScript", 0, 0, 70, 0, 0, 0, 0, 1, 71
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\tabbar-item\index.json", "JSON", 0, 7, 0, 0, 0, 0, 0, 1, 8
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\tabbar-item\index.wxml", "wxml", 27, 0, 0, 0, 0, 0, 0, 2, 29
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\tabbar-item\index.wxss", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\tabbar\index.d.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 1, 2
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\tabbar\index.js", "JavaScript", 0, 0, 68, 0, 0, 0, 0, 1, 69
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\tabbar\index.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 1, 4
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\tabbar\index.wxml", "wxml", 8, 0, 0, 0, 0, 0, 0, 3, 11
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\tabbar\index.wxss", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\tabs\index.d.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 1, 2
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\tabs\index.js", "JavaScript", 0, 0, 323, 0, 0, 0, 4, 1, 328
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\tabs\index.json", "JSON", 0, 7, 0, 0, 0, 0, 0, 1, 8
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\tabs\index.wxml", "wxml", 59, 0, 0, 0, 0, 0, 0, 5, 64
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\tabs\index.wxs", "JavaScript", 0, 0, 68, 0, 0, 0, 2, 14, 84
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\tabs\index.wxss", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\tag\index.d.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 1, 2
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\tag\index.js", "JavaScript", 0, 0, 23, 0, 0, 0, 0, 1, 24
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\tag\index.json", "JSON", 0, 6, 0, 0, 0, 0, 0, 1, 7
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\tag\index.wxml", "wxml", 14, 0, 0, 0, 0, 0, 0, 2, 16
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\tag\index.wxs", "JavaScript", 0, 0, 10, 0, 0, 0, 1, 3, 14
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\tag\index.wxss", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\toast\index.d.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 1, 2
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\toast\index.js", "JavaScript", 0, 0, 30, 0, 0, 0, 1, 1, 32
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\toast\index.json", "JSON", 0, 9, 0, 0, 0, 0, 0, 1, 10
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\toast\index.wxml", "wxml", 30, 0, 0, 0, 0, 0, 3, 4, 37
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\toast\index.wxss", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\toast\toast.d.ts", "TypeScript", 0, 0, 0, 0, 0, 26, 2, 1, 29
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\toast\toast.js", "JavaScript", 0, 0, 83, 0, 0, 0, 0, 1, 84
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\transition\index.d.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 1, 2
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\transition\index.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 1, 16
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\transition\index.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 1, 4
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\transition\index.wxml", "wxml", 9, 0, 0, 0, 0, 0, 0, 2, 11
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\transition\index.wxs", "JavaScript", 0, 0, 14, 0, 0, 0, 1, 3, 18
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\transition\index.wxss", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\tree-select\index.d.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 1, 2
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\tree-select\index.js", "JavaScript", 0, 0, 65, 0, 0, 0, 5, 1, 71
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\tree-select\index.json", "JSON", 0, 8, 0, 0, 0, 0, 0, 1, 9
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\tree-select\index.wxml", "wxml", 40, 0, 0, 0, 0, 0, 0, 2, 42
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\tree-select\index.wxs", "JavaScript", 0, 0, 8, 0, 0, 0, 1, 4, 13
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\tree-select\index.wxss", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\uploader\index.d.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 1, 2
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\uploader\index.js", "JavaScript", 0, 0, 185, 0, 0, 0, 0, 1, 186
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\uploader\index.json", "JSON", 0, 7, 0, 0, 0, 0, 0, 1, 8
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\uploader\index.wxml", "wxml", 79, 0, 0, 0, 0, 0, 3, 4, 86
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\uploader\index.wxs", "JavaScript", 0, 0, 14, 0, 0, 0, 1, 3, 18
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\uploader\index.wxss", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\uploader\shared.d.ts", "TypeScript", 0, 0, 0, 0, 0, 61, 0, 1, 62
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\uploader\shared.js", "JavaScript", 0, 0, 64, 0, 0, 0, 4, 1, 69
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\uploader\utils.d.ts", "TypeScript", 0, 0, 0, 0, 0, 24, 0, 1, 25
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\uploader\utils.js", "JavaScript", 0, 0, 112, 0, 0, 0, 0, 1, 113
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\wxs\add-unit.wxs", "JavaScript", 0, 0, 8, 0, 0, 0, 1, 4, 13
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\wxs\array.wxs", "JavaScript", 0, 0, 4, 0, 0, 0, 0, 2, 6
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\wxs\bem.wxs", "JavaScript", 0, 0, 33, 0, 0, 0, 1, 6, 40
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\wxs\memoize.wxs", "JavaScript", 0, 0, 40, 0, 0, 0, 6, 10, 56
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\wxs\object.wxs", "JavaScript", 0, 0, 10, 0, 0, 0, 1, 3, 14
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\wxs\style.wxs", "JavaScript", 0, 0, 35, 0, 0, 0, 1, 7, 43
"d:\User_program\bs\xyyz-new\miniprogram\miniprogram_npm\@vant\weapp\wxs\utils.wxs", "JavaScript", 0, 0, 8, 0, 0, 0, 1, 2, 11
"d:\User_program\bs\xyyz-new\miniprogram\package-lock.json", "JSON", 0, 60, 0, 0, 0, 0, 0, 1, 61
"d:\User_program\bs\xyyz-new\miniprogram\package.json", "JSON", 0, 15, 0, 0, 0, 0, 0, 1, 16
"d:\User_program\bs\xyyz-new\miniprogram\pages\address\edit.js", "JavaScript", 0, 0, 133, 0, 0, 0, 12, 19, 164
"d:\User_program\bs\xyyz-new\miniprogram\pages\address\edit.json", "JSON", 0, 9, 0, 0, 0, 0, 0, 1, 10
"d:\User_program\bs\xyyz-new\miniprogram\pages\address\edit.wxml", "wxml", 86, 0, 0, 0, 0, 0, 7, 10, 103
"d:\User_program\bs\xyyz-new\miniprogram\pages\address\edit.wxss", "CSS", 0, 0, 0, 95, 0, 0, 5, 17, 117
"d:\User_program\bs\xyyz-new\miniprogram\pages\address\list.js", "JavaScript", 0, 0, 113, 0, 0, 0, 7, 22, 142
"d:\User_program\bs\xyyz-new\miniprogram\pages\address\list.json", "JSON", 0, 13, 0, 0, 0, 0, 0, 1, 14
"d:\User_program\bs\xyyz-new\miniprogram\pages\address\list.wxml", "wxml", 71, 0, 0, 0, 0, 0, 9, 9, 89
"d:\User_program\bs\xyyz-new\miniprogram\pages\address\list.wxss", "CSS", 0, 0, 0, 94, 0, 0, 6, 17, 117
"d:\User_program\bs\xyyz-new\miniprogram\pages\aftersale\apply.js", "JavaScript", 0, 0, 133, 0, 0, 0, 2, 20, 155
"d:\User_program\bs\xyyz-new\miniprogram\pages\aftersale\apply.json", "JSON", 0, 10, 0, 0, 0, 0, 0, 1, 11
"d:\User_program\bs\xyyz-new\miniprogram\pages\aftersale\apply.wxml", "wxml", 97, 0, 0, 0, 0, 0, 7, 7, 111
"d:\User_program\bs\xyyz-new\miniprogram\pages\aftersale\apply.wxss", "CSS", 0, 0, 0, 77, 0, 0, 5, 7, 89
"d:\User_program\bs\xyyz-new\miniprogram\pages\aftersale\detail.js", "JavaScript", 0, 0, 407, 0, 0, 0, 11, 44, 462
"d:\User_program\bs\xyyz-new\miniprogram\pages\aftersale\detail.json", "JSON", 0, 13, 0, 0, 0, 0, 0, 1, 14
"d:\User_program\bs\xyyz-new\miniprogram\pages\aftersale\detail.wxml", "wxml", 298, 0, 0, 0, 0, 0, 0, 22, 320
"d:\User_program\bs\xyyz-new\miniprogram\pages\aftersale\detail.wxss", "CSS", 0, 0, 0, 810, 0, 0, 0, 138, 948
"d:\User_program\bs\xyyz-new\miniprogram\pages\aftersale\seller-list.js", "JavaScript", 0, 0, 385, 0, 0, 0, 2, 45, 432
"d:\User_program\bs\xyyz-new\miniprogram\pages\aftersale\seller-list.json", "JSON", 0, 13, 0, 0, 0, 0, 0, 1, 14
"d:\User_program\bs\xyyz-new\miniprogram\pages\aftersale\seller-list.wxml", "wxml", 282, 0, 0, 0, 0, 0, 0, 31, 313
"d:\User_program\bs\xyyz-new\miniprogram\pages\aftersale\seller-list.wxss", "CSS", 0, 0, 0, 569, 0, 0, 0, 86, 655
"d:\User_program\bs\xyyz-new\miniprogram\pages\ai-chat\index.js", "JavaScript", 0, 0, 342, 0, 0, 0, 20, 48, 410
